Unnamed: 0_level_0,Unnamed: 1_level_0,營業收入,營業收入,營業收入,營業收入,營業收入,累計營業收入,累計營業收入,累計營業收入,備註,當月營收
1539,巨庭,217037,189094,189668,14.77,14.42,615378,455136,35.2,-,217037
1540,喬福,40439,32908,26825,22.88,50.75,118604,99770,18.87,大陸市場回溫,40439
1541,錩泰,474909,315416,368476,50.56,28.88,1279384,1113113,14.93,-,474909
1558,伸興,933640,630647,491547,48.04,89.93,2545221,1169190,117.69,"本月增加百分比達50%以上,係因歐美縫紉機需求增加",933640
1560,中砂,521795,470114,420382,10.99,24.12,1464737,1227863,19.29,-,521795
1583,程泰,693407,324817,458899,113.47,51.1,1506666,1045616,44.09,營收大幅增加係因景氣回升、接單及出貨增加所致。,693407
1597,直得,154057,129093,119633,19.33,28.77,418654,290490,44.11,-,154057
2049,上銀,2160488,1865920,1356937,15.78,59.21,5992050,3614067,65.79,主係美中貿易戰及新冠肺炎影響趨緩，市場需求逐漸恢復正常所致。,2160488
2371,大同,2288969,1829442,3541243,25.11,-35.36,6568089,9083912,-27.69,-,2288969
3167,大量,364680,261572,131909,39.41,176.46,958003,323055,196.54,市場設備需求逐漸復甦所致,364680
4526,東台,792628,466933,697255,69.75,13.67,1845357,1758314,4.95,-,792628
4532,瑞智,2232338,1703814,1698443,31.02,31.43,5828006,4237742,37.52,-,2232338
4540,全球傳動,293560,209859,251213,39.88,16.85,644817,543659,18.6,-,293560
4555,氣立,171354,122547,145733,39.82,17.58,446565,291861,53.0,去年1-2月基期低 ，3月份客戶需求持續暢旺。,171354
4562,穎漢,58119,57274,51041,1.47,13.86,178608,154105,15.9,-,58119
4564,元翎,207631,167832,183057,23.71,13.42,581905,514333,13.13,-,207631
4566,時碩工業,405499,274884,327590,47.51,23.78,1132691,945082,19.85,-,405499
4572,駐龍,31864,20480,37363,55.58,-14.71,73365,118786,-38.23,-,31864
4576,大銀微系統,285713,195856,252738,45.87,13.04,694980,557439,24.67,-,285713
4583,台灣精銳,288823,253559,270603,13.9,6.73,779564,697082,11.83,-,288823
6606,建德工業,86564,28717,47007,201.43,84.15,189697,110617,71.48,主要係中國地區訂單回升,86564
8222,寶一,28223,30730,54536,-8.15,-48.24,79351,179573,-55.81,因疫情影響,28223
8374,羅昇,330271,213200,304865,54.91,8.33,878085,632795,38.76,-,330271
8996,高力,187579,146096,246253,28.39,-23.82,503733,548160,-8.1,-,187579
1603,華電,327643,145291,212014,125.5,54.53,738424,656146,12.53,"本公司產品為訂單式生產。營收增加主要係本期有交貨161KV電力電纜線，金額為177,819仟元。",327643
1604,聲寶,670122,591817,573093,13.23,16.93,2108570,1808221,16.61,-,670122
1605,華新,11422132,7251245,9160981,57.51,24.68,28854377,24195199,19.25,-,11422132
1608,華榮,915976,662515,674058,38.25,35.88,2249784,1710800,31.5,-,915976
1609,大亞,2410381,1534532,1694021,57.07,42.28,6080849,3957011,53.67,係因銅價上漲所致,2410381
1611,中電,150794,127187,180126,18.56,-16.28,460847,563642,-18.23,-,150794
1612,宏泰,613523,415232,444449,47.75,38.04,1459148,1165016,25.24,-,613523
1614,三洋電,383729,459545,368332,-16.49,4.18,1321673,1169957,12.96,-,383729
1615,大山,354433,170999,230966,107.27,53.45,786897,556777,41.33,110年3月配合訂單交貨，產品電力電纜營收成長，及本月增加子公司營建收入，致較去年同期成長53.46%,354433
1616,億泰,264305,161672,232330,63.48,13.76,627204,619181,1.29,-,264305
1617,榮星,438642,221979,272053,97.6,61.23,1033489,635696,62.57,因本期銅價持續上漲，客戶需求也增加所致。,438642
1618,合機,203031,352009,176162,-42.32,15.25,812470,436279,86.22,"110年1-3月業主通知交貨較多,致超高壓線、高壓線、銅板及光放管等出貨量較去年同期增加",203031
4930,燦星網,899077,630859,506226,42.51,77.6,2534371,1450075,74.77,"109/3/27董事會決議處分燦星國旅全數持股，109年第一季起將該公司轉列停業單位，合併營收109年3月累積扣除108,780仟元。",899077
5283,禾聯碩,520115,303186,511683,71.54,1.64,1293701,1196022,8.16,-,520115
1708,東鹼,306096,249588,364674,22.64,-16.06,846430,1057521,-19.96,-,306096
1709,和益,884697,642191,760650,37.76,16.3,2340254,2357729,-0.74,-,884697
1710,東聯,2707364,1856217,1444652,45.85,87.4,6574763,4311769,52.48,主要係:1.去年3月東聯公司歲修致產量減少，2021年3月合併公司產品銷量增加24% 2.主要產品乙二醇3月之單價增加58%,2707364
1711,永光,850637,606434,874017,40.26,-2.67,2280803,2270477,0.45,-,850637
1712,興農,1806822,1434783,1767722,25.92,2.21,4829050,4686678,3.03,-,1806822
1713,國化,52974,33629,52050,57.52,1.77,134092,130601,2.67,-,52974
1714,和桐,1837409,1211182,2265616,51.7,-18.9,4849024,5477533,-11.47,-,1837409
1717,長興,4454630,2631509,3248291,69.28,37.13,11202419,7629515,46.83,-,4454630
1718,中纖,2921189,2457848,2391400,18.85,22.15,7706638,7581877,1.64,本月份自結異業別合併營收資訊，未經會計師簽證或核閱,2921189
1721,三晃,278527,180284,287327,54.49,-3.06,726658,830261,-12.47,-,278527
1722,台肥,963772,923777,1115866,4.32,-13.63,2945516,3027158,-2.69,-,963772
1723,中碳,706902,505420,526725,39.86,34.2,1668856,1599177,4.35,-,706902
1725,元禎,992652,600014,574853,65.43,72.67,2378625,1638562,45.16,上月基期低(2月天數較少，且適逢春節連假)；且本月產業有復甦跡象，下游需求增加所致，故整體營收較上月大幅成長。,992652
1726,永記,770746,537408,673348,43.41,14.46,2094677,1911502,9.58,-,770746
1727,中華化,163192,114754,166749,42.21,-2.13,434407,489231,-11.2,-,163192
1730,花仙子,210838,222258,196485,-5.13,7.3,902424,668921,34.9,-,210838
1732,毛寶,51520,41832,60872,23.15,-15.36,158072,158407,-0.21,-,51520
1735,日勝化,305493,153100,234984,99.53,30.0,681553,531224,28.29,-,305493
1773,勝一,851219,682494,694073,24.72,22.64,2293802,1978370,15.94,-,851219
1776,展宇,162575,81815,160073,98.71,1.56,373912,377685,-0.99,-,162575
4720,德淵,325833,172420,261567,88.97,24.56,831765,613870,35.49,-,325833
4722,國精化,453905,260982,414176,73.92,9.59,1133554,951131,19.17,-,453905
4739,康普,635013,508755,423101,24.81,50.08,1693130,1358016,24.67,本月營收較去年同期增加50.09%主係動力電池材料銷售增加,635013
4755,三福化,345212,298494,336221,15.65,2.67,969846,900460,7.7,-,345212
4764,雙鍵,255088,158031,255372,61.41,-0.11,724575,563719,28.53,-,255088
4766,南寶,1699101,958896,1359220,77.19,25.0,4292818,3729403,15.1,-,1699101
4770,上品,376990,144192,190125,161.45,98.28,765433,419170,82.6,本年累計數較去年同期增加，主係本期對銷貨客戶之設備出貨增加所致,376990
1701,中化,622390,522933,728371,19.01,-14.55,2008813,2105677,-4.6,-,622390
1707,葡萄王,820392,557621,752491,47.12,9.02,1972200,2008922,-1.82,-,820392
1720,生達,394959,312910,393137,26.22,0.46,1101105,1034408,6.44,-,394959
1731,美吾華,93247,88759,84445,5.05,10.42,308633,265059,16.43,美吾髮及醫藥事業部營收均較去年同期顯著成長，美吾髮森歐黎漾Saholea需求持續強勁，故整體業績較去年同期達兩位數成長。,93247
1733,五鼎,175045,210250,169925,-16.74,3.01,576388,511930,12.59,-,175045
1734,杏輝,209831,187459,248999,11.93,-15.73,618157,625172,-1.12,-,209831
1752,南光,160654,119161,182220,34.82,-11.83,423094,479885,-11.83,-,160654
1760,寶齡富錦,110681,168901,96943,-34.46,14.17,374049,340606,9.81,-,110681
1762,中化生,136367,119871,113883,13.76,19.74,421610,307440,37.13,-,136367
1783,和康生,48641,37945,54679,28.18,-11.04,111009,103326,7.43,-,48641
1786,科妍,57676,22736,49756,153.67,15.91,111231,109814,1.29,-,57676
1789,神隆,241169,197578,181101,22.06,33.16,641136,542523,18.17,-,241169
1795,美時,1100414,1015941,698813,8.31,57.46,3324364,2034433,63.4,因去年第二季起新增東南亞市場業務、且旗下外銷戒癮含片之美國終端市場份額較去年同期大幅增加,1100414
3164,景岳,40825,26344,41638,54.96,-1.95,103766,80520,28.86,-,40825
3705,永信,620219,423976,635966,46.28,-2.47,1778832,1984858,-10.37,-,620219
4104,佳醫,541865,532455,565116,1.76,-4.11,1627202,1733579,-6.13,-,541865
4106,雃博,238995,161881,180291,47.63,32.56,580864,417063,39.27,-,238995
4108,懷特,9348,8232,6790,13.55,37.67,25174,13460,87.02,「癌因性疲憊症CRF」的處方新藥需求增強，故當月業績較去年同期成長37.67%。,9348
4119,旭富,78628,117932,243595,-33.32,-67.72,323626,784328,-58.73,因火災影響產線，目前產能為0,78628
4133,亞諾法,35608,34687,38118,2.65,-6.58,114328,99910,14.43,-,35608
4142,國光生,4955,1155,5177,329.0,-4.28,6931,367013,-98.11,累計營收減少主因為國內四價流感疫苗提前於109年第四季出貨。,4955
4155,訊映,88240,106005,121803,-16.75,-27.55,295945,370859,-20.2,-,88240
4164,承業醫,179481,275764,148190,-34.91,21.11,641059,555052,15.49,-,179481
4736,泰博,432346,384292,522095,12.5,-17.19,1346533,1263845,6.54,-,432346
4737,華廣,131937,121064,107680,8.98,22.52,463798,353406,31.23,-,131937
4746,台耀,253566,243488,288959,4.13,-12.24,736279,662643,11.11,-,253566
6446,藥華藥,32909,33675,483,-2.27,6713.45,97678,710,13657.46,自109年6月起合併子公司泛泰醫療產品(股)公司營收,32909
6472,保瑞,544124,395425,121441,37.6,348.05,1367056,372603,266.89,109.12起合併加拿大子公司營收,544124
6491,晶碩,424559,309069,248922,37.36,70.55,1145797,721446,58.81,因代工訂單增加，故業績提升,424559
6534,正瀚-創,148599,137140,95373,8.35,55.8,365313,311003,17.46,本月較去年同期增加，主要係隨疫情變化市場需求回升，因使對本公司產品需求增加。,148599
6645,金萬林-創,41193,18276,21441,125.39,92.12,84396,48664,73.42,本年度增減百分比達50％以上，係因大型儀器出貨收入增加所致。,41193
6657,華安,807,335,455,140.89,77.36,1774,1279,38.7,內銷營收增加,807
6782,視陽,154136,123001,124533,25.31,23.77,454874,357005,27.41,-,154136
6796,晉弘,33152,25023,29072,32.48,14.03,88229,75903,16.23,-,33152
1802,台玻,4894198,2779777,3035110,76.06,61.25,11670289,7040216,65.76,本年當月比去年同期增加50%以上係因去年COVID-19疫情多處封城所致,4894198
1806,冠軍,232084,110963,323807,109.15,-28.32,590435,685115,-13.81,-,232084
1809,中釉,190185,108824,173912,74.76,9.35,518709,477560,8.61,-,190185
1810,和成,447710,322490,505063,38.82,-11.35,1185835,1210413,-2.03,-,447710
1817,凱撒衛,231207,105282,204519,119.6,13.04,560192,481608,16.31,-,231207
1903,士紙,90359,22919,13332,294.25,577.76,130757,38955,235.66,收入較去年同期增加，主要係出售營建房地收入。,90359
1904,正隆,3883294,2966698,3315852,30.89,17.11,10300865,9074859,13.5,-,3883294
1905,華紙,2071320,1629999,1775146,27.07,16.68,5477278,4561472,20.07,-,2071320
1906,寶隆,13780,40941,110646,-66.34,-87.54,80955,379383,-78.66,代理銷售工業用紙之噸數減少,13780
1907,永豐餘,7669058,5920568,6301950,29.53,21.69,21314265,16192124,31.63,-,7669058
1909,榮成,3255271,3251924,2414572,0.1,34.81,11152953,6953449,60.39,因去年受大陸新冠肺炎疫情影響，本公司大陸子公司配合當地政府防疫要求停工，故今年營收較去年同期大幅成長。,3255271
6790,永豐實,889386,704286,948457,26.28,-6.22,2589318,2464079,5.08,-,889386
2002,中鋼,36894940,30108270,27754842,22.54,32.93,97821598,77918877,25.54,-,36894940
2006,東和鋼鐵,4969779,3196246,3713297,55.48,33.83,12868075,9617646,33.79,-,4969779
2007,燁興,569411,533414,507801,6.74,12.13,1672594,1496493,11.76,-,569411
2008,高興昌,110361,63399,65493,74.07,68.5,273665,211132,29.61,主要係本月銷售價量齊揚,110361
2009,第一銅,303843,139040,226830,118.52,33.95,689150,556513,23.83,-,303843
2010,春源,2065788,1495119,1570746,38.16,31.51,5473043,4174222,31.11,-,2065788
2012,春雨,911934,564346,754345,61.59,20.89,2316902,1936662,19.63,-,911934
2013,中鋼構,1332159,976157,1252784,36.46,6.33,3538437,3151884,12.26,-,1332159
2014,中鴻,3947393,3571454,3260699,10.52,21.05,10830522,10098893,7.24,-,3947393
2015,豐興,3335779,1810343,2461233,84.26,35.53,7895674,6515187,21.18,-,3335779
2017,官田鋼,379823,307501,260163,23.51,45.99,1027774,765989,34.17,-,379823
2020,美亞,509220,367129,465460,38.7,9.4,1363838,1254070,8.75,-,509220
2022,聚亨,1150216,728517,593622,57.88,93.76,2973235,2150521,38.25,因新冠炎疫情影響，造成材料及貨櫃短缺、煤鐵礦原料價格高檔，市場搶料及缺料，促使鋼價不斷往上攀升，致使營收大幅提升,1150216
2023,燁輝,6732701,5718626,5287800,17.73,27.32,18677366,12653166,47.61,-,6732701
2024,志聯,136102,96975,104488,40.34,30.25,363650,282105,28.9,-,136102
2025,千興,157861,110212,116327,43.23,35.7,448021,265126,68.98,本年累計營收較去年同期增加，主要係客戶需求逐漸增溫所致。,157861
2027,大成鋼,8108971,6620346,5254067,22.48,54.33,21021686,16216918,29.62,因美國市場需求暢旺所致,8108971
2028,威致,1130308,806462,760417,40.15,48.64,2768772,1893414,46.23,-,1130308
2029,盛餘,1048072,1182106,802070,-11.33,30.67,3207718,2403712,33.44,-,1048072
2030,彰源,1211788,724720,936346,67.2,29.41,2979021,2341543,27.22,-,1211788
2031,新光鋼,1091697,875359,763992,24.71,42.89,3234422,2146812,50.66,本年累積營收較去年同期增加50%以上，主要係鋼鐵需求量增加及價格上漲所致。,1091697
2032,新鋼,277664,227423,269045,22.09,3.2,859129,745061,15.3,-,277664
2033,佳大,79255,51372,72964,54.27,8.62,195562,190285,2.77,-,79255
2034,允強,1415329,933462,1349388,51.62,4.88,3391722,3761241,-9.82,-,1415329
2038,海光,930624,572909,756575,62.43,23.0,2290943,1875973,22.12,-,930624
2069,運錩,959883,685675,632860,39.99,51.67,2532093,1593195,58.93,主要係鋼鐵需求量增加及價格上漲所致。,959883
2211,長榮鋼,1200293,927100,592321,29.46,102.64,3048197,2433127,25.27,主要為鋼構事業認列收入數量較去年同期增加，導致收入增加。,1200293
3004,豐達科,126895,99727,215721,27.24,-41.17,331792,653665,-49.24,-,126895
5007,三星,637305,441325,527560,44.4,20.8,1631602,1493959,9.21,-,637305
9958,世紀鋼,608564,555561,384295,9.54,58.35,1676832,1183021,41.74,本月增加百分比達50%以上，主因風力事業陸續投產，影響收入較同期增加。,608564
2101,南港,701152,732024,654369,-4.21,7.14,2178655,2194640,-0.72,"本公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準.",701152
2102,泰豐,118956,168689,544444,-29.48,-78.15,548931,1339052,-59.0,"因美國反傾銷案,導致本公司3月營收及累計營收下滑",118956
2103,台橡,3059530,2402728,2324636,27.33,31.61,8216811,6493846,26.53,-,3059530
2104,國際中橡,1874825,1572250,1526869,19.24,22.78,5366940,4465693,20.18,-,1874825
2105,正新,10998313,7004269,8057288,57.02,36.5,27491687,19585259,40.36,無。,10998313
2106,建大,3287370,2319898,2521381,41.7,30.37,8562446,6542971,30.86,-,3287370
2107,厚生,314978,150753,496774,108.93,-36.59,934413,974809,-4.14,-,314978
2108,南帝,2440735,2021065,964815,20.76,152.97,6954128,2647984,162.61,主係銷售量值增加,2440735
2109,華豐,502681,396083,397623,26.91,26.42,1316951,1165698,12.97,-,502681
2114,鑫永銓,163946,110624,141319,48.2,16.01,415386,389221,6.72,-,163946
6582,申豐,927858,593883,374528,56.23,147.74,2298663,918609,150.23,主係銷售量增加及銷售單價調升,927858
1319,東陽,1689085,1342805,1611658,25.78,4.8,4518338,4795964,-5.78,-,1689085
1339,昭輝,170497,144785,175255,17.75,-2.71,512511,497444,3.02,-,170497
1512,瑞利,75909,50872,92888,49.21,-18.27,237458,328609,-27.73,-,75909
1521,大億,495429,358400,350014,38.23,41.54,1275875,1163932,9.61,-,495429
1522,堤維西,1438368,1191059,1267261,20.76,13.5,3953774,3828474,3.27,-,1438368
1524,耿鼎,172805,127934,189572,35.07,-8.84,460408,541642,-14.99,-,172805
1525,江申,121493,92003,92360,32.05,31.54,317524,207671,52.89,中心廠訂單增加,121493
1533,車王電,210776,159385,187579,32.24,12.36,572110,589206,-2.9,-,210776
1536,和大,542003,421180,439959,28.68,23.19,1572954,1407893,11.72,-,542003
1568,倉佑,164783,147796,150455,11.49,9.52,470008,401222,17.14,-,164783
1587,吉茂,200002,160643,131974,24.5,51.54,534609,354517,50.79,公司接單狀況良好,200002
2201,裕隆,7288188,5536776,5588548,31.63,30.41,20847147,17157666,21.5,-,7288188
2204,中華,2725690,2118851,2314189,28.64,17.78,8644686,7662219,12.82,-,2725690
2206,三陽工業,3676163,2518091,3021428,45.99,21.66,9917143,8201196,20.92,-,3676163
